,ticker,group_code,company_name,company_short_name
713,KTL,UpcomIndex,Công ty Cổ phần Kim khí Thăng Long,Kim khí Thăng Long
714,KTS,HNXIndex,Công ty Cổ phần Đường Kon Tum,Đường Kon Tum
715,KTT,HNXIndex,Công ty Cổ phần Tập đoàn Đầu tư KTT,Tập đoàn Đầu tư KTT
716,KVC,HNXIndex,Công ty Cổ phần Sản xuất Xuất nhập khẩu Inox Kim Vĩ,XNK Inox Kim Vĩ
717,L10,VNINDEX,Công ty Cổ phần Lilama 10,LILAMA 10
718,L14,HNXIndex,Công ty Cổ phần Licogi 14,Licogi 14
719,L18,HNXIndex,Công ty Cổ phần Đầu tư và Xây dựng số 18,LICOGI - 18
720,L35,HNXIndex,Công ty Cổ phần Cơ khí Lắp máy Lilama,Cơ khí Lilama
721,L43,HNXIndex,Công ty Cổ phần Lilama 45.3,LILAMA 45.3
722,L44,UpcomIndex,Công ty Cổ phần Lilama 45.4,LILAMA 45.4
723,L45,UpcomIndex,Công ty Cổ phần Lilama 45.1,Lilama 45.1
724,L61,HNXIndex,Công ty Cổ phần Lilama 69-1,LILAMA 69-1
725,L62,HNXIndex,Công ty Cổ phần Lilama 69 - 2,LILAMA 69.2
726,L63,UpcomIndex,Công ty Cổ phần Lilama 69-3,Lilama 69-3
727,LAF,VNINDEX,Công ty Cổ phần Chế biến Hàng Xuất khẩu Long An,Chế biến Hàng XK Long An
728,LMI,UpcomIndex,Công ty Cổ phần Đầu tư Xây dựng Lắp máy IDICO,Lắp máy IDICO
729,DKC,UpcomIndex,Công ty Cổ phần Chợ Lạng Sơn,Chợ Lạng Sơn
730,LSG,UpcomIndex,Công ty Cổ phần Bất động sản Sài Gòn Vi na,BĐS Sài Gòn Vina
731,LAS,HNXIndex,Công ty Cổ phần Supe Phốt phát và Hóa chất Lâm Thao,Hóa chất Lâm Thao
732,LAW,UpcomIndex,Công ty Cổ phần Cấp thoát nước Long An,Cấp thoát nước Long An
733,LBC,UpcomIndex,Công ty Cổ phần Thương mại - Đầu tư Long Biên,Thương mại - Đầu tư Long Biên
734,LBE,HNXIndex,Công ty Cổ phần Sách và Thiết bị Trường học Long An,Sách và Thiết bị Trường học Long An
735,LBM,VNINDEX,Công ty Cổ phần Khoáng sản và Vật liệu xây dựng Lâm Đồng,Khoáng sản Lâm Đồng
736,LCC,UpcomIndex,Công ty Cổ phần Xi măng Hồng Phong,Xi măng Hồng Phong
737,LCD,HNXIndex,Công ty Cổ phần Lắp máy - Thí nghiệm cơ điện,Thí nghiệm cơ điện
738,LCG,VNINDEX,Công ty Cổ phần Lizen,LIZEN
739,LQN,UpcomIndex,Công ty Cổ phần Licogi Quảng Ngãi,Licogi Quảng Ngãi
740,LCM,UpcomIndex,Công ty Cổ phần Khai thác và Chế biến Khoáng sản Lào Cai,Khoáng sản Lào Cai
741,LCS,HNXIndex,Công ty Cổ phần Licogi 16.6,Licogi 16.6
742,LCW,UpcomIndex,Công ty Cổ phần Nước sạch Lai Châu,Nước sạch Lai Châu
743,LWS,UpcomIndex,Công ty Cổ phần Cấp nước Tỉnh Lào Cai,Cấp nước Lào Cai
744,LDG,VNINDEX,Công ty Cổ phần Đầu tư LDG,Đầu tư LDG
745,LDP,HNXIndex,Công ty Cổ phần Dược Lâm Đồng - Ladophar,Dược Lâm Đồng - Ladophar
746,LDW,UpcomIndex,Công ty Cổ phần Cấp thoát nước Lâm Đồng,Cấp thoát nước Lâm Đồng
747,LGM,UpcomIndex,Công ty Cổ phần Giày da và may mặc xuất khẩu (Legamex),Giày da và may mặc XK (Legamex)
748,LGC,VNINDEX,Công ty Cổ phần Đầu tư Cầu đường CII,Đầu tư Cầu đường CII
749,LGL,VNINDEX,Công ty Cổ phần Đầu tư và Phát triển Đô thị Long Giang,Long Giang Land
750,LHC,HNXIndex,Công ty Cổ phần Đầu tư và Xây dựng Thủy lợi Lâm Đồng,XD Thủy lợi Lâm Đồng
751,LHG,VNINDEX,Công ty Cổ phần Long Hậu,KCN Long Hậu
752,LIC,UpcomIndex,Tổng Công ty LICOGI - Công ty Cổ phần,LICOGI
753,L12,UpcomIndex,Công ty Cổ phần Licogi 12,LICOGI 12
754,LG9,UpcomIndex,Công ty Cổ phần Cơ giới và Xây lắp số 9,Cơ giới và XL số 9 (Licogi 9)
755,LIG,HNXIndex,Công ty Cổ phần Licogi 13,Licogi 13
756,LLM,UpcomIndex,Tổng Công ty lắp máy Việt Nam - Công ty Cổ phần,LILAMA
757,LAI,UpcomIndex,Công ty Cổ phần Đầu tư Xây dựng Long An IDICO,XD Long An IDICO
758,AMS,UpcomIndex,Công ty Cổ phần Cơ khí Xây dựng AMECC,Cơ khí Xây dựng AMECC (Xây dựng LISEMCO 2)
759,LIX,VNINDEX,Công ty Cổ phần Bột giặt LIX,Bột giặt LIX
760,LKW,UpcomIndex,Công ty Cổ phần Cấp nước Long Khánh,Cấp nước Long Khánh
761,LM3,UpcomIndex,Công ty Cổ phần Lilama 3,Lilama 3
762,LM7,HNXIndex,Công ty Cổ phần Lilama 7,LILAMA 7
763,LM8,VNINDEX,Công ty Cổ phần Lilama 18,LILAMA 18
764,LMH,UpcomIndex,Công ty Cổ phần Quốc Tế Holding,Quoc te Holding
765,LNC,UpcomIndex,Công ty Cổ phần Lệ Ninh,Lệ Ninh - Quảng Bình
766,LO5,UpcomIndex,Công ty Cổ phần Lilama 5,LILAMA 5
767,LSS,VNINDEX,Công ty Cổ phần Mía đường Lam Sơn,Mía đường Lam Sơn
768,LTC,UpcomIndex,Công ty Cổ phần Điện nhẹ Viễn Thông,Điện nhẹ Viễn thông
769,LUT,HNXIndex,Công ty Cổ phần Đầu tư Xây dựng Lương Tài,Đầu tư Xây dựng Lương Tài
770,LPB,VNINDEX,Ngân hàng Thương mại Cổ phần Bưu Điện Liên Việt,LienVietPostBank
771,MAC,HNXIndex,Công ty Cổ phần Cung ứng và Dịch vụ Kỹ thuật Hàng Hải,Cung ứng và Dịch vụ Kỹ thuật Hàng Hải
772,MA1,UpcomIndex,Công ty Cổ phần Thiết bị,MACHINCO1
773,MAS,HNXIndex,Công ty cổ phần Dịch vụ Hàng Không Sân Bay Đà Nẵng,Sân bay Đà Nẵng
774,MBB,VNINDEX,Ngân hàng Thương mại Cổ phần Quân đội,MBBank
775,MCC,HNXIndex,Công ty Cổ phần Gạch ngói cao cấp,Gạch ngói cao cấp
776,MCF,HNXIndex,Công ty Cổ phần Xây lắp Cơ khí và Lương thực Thực phẩm,Cơ khí và Lương thực Thực phẩm
777,MCG,VNINDEX,Công ty Cổ phần Năng lượng và Bất động sản MCG,Năng lượng và Bất động sản MCG
778,MCM,UpcomIndex,Công ty Cổ phần Giống bò sữa Mộc Châu,Giống bò sữa Mộc Châu
779,MCO,HNXIndex,Công ty Cổ phần Đầu tư và Xây dựng BDC Việt Nam,BDC Việt Nam
780,MCP,VNINDEX,Công ty Cổ phần In và Bao bì Mỹ Châu,In và Bao bì Mỹ Châu
781,MDA,UpcomIndex,Công ty Cổ phần Môi trường Đô thị Đông Anh,Môi trường Đô thị Đông Anh
782,MDC,HNXIndex,Công ty Cổ phần Than Mông Dương - Vinacomin,Than Mông Dương
783,MDF,UpcomIndex,Công ty Cổ phần Gỗ MDF VRG - Quảng Trị,Gỗ MDF VRG - Quảng Trị
784,MDG,VNINDEX,Công ty Cổ phần Miền Đông,Xây dựng Miền Đông
785,MEC,UpcomIndex,Công ty Cổ phần Cơ khí - Lắp máy Sông Đà,Lắp máy Sông Đà
786,MED,HNXIndex,Công ty Cổ phần Dược Trung ương Mediplantex,Dược Mediplantex
787,MEF,UpcomIndex,Công ty Cổ phần MEINFA,MEINFA
788,MEL,HNXIndex,Công ty Cổ phần Thép Mê Lin,Thép Mê Lin
789,MRF,UpcomIndex,Công ty Cổ phần MERUFA,Cao su y tế MERUFA
790,MES,UpcomIndex,Công ty Cổ phần Cơ điện Công trình,Cơ điện Công trình
791,MFS,UpcomIndex,Công ty Cổ phần Dịch vụ kỹ thuật Mobifone,Mobifone Service
792,MHC,VNINDEX,Công ty Cổ phần MHC,CTCP MHC
793,JOS,UpcomIndex,Công ty Cổ phần Chế biến Thủy sản Xuất khẩu Minh Hải,Thủy sản Minh Hải
794,MHL,HNXIndex,Công ty Cổ phần Minh Hữu Liên,Minh Hữu Liên
795,MIC,UpcomIndex,Công ty Cổ phần Kỹ nghệ Khoáng sản Quảng Nam,Khoáng sản Quảng Nam
796,MIE,UpcomIndex,Tổng Công ty Máy và Thiết bị Công nghiệp - CTCP,Máy và Thiết bị Công nghiệp
797,MIM,HNXIndex,Công ty Cổ phần Khoáng sản và Cơ khí,Khoáng sản và Cơ khí
798,MIG,VNINDEX,Tổng Công ty Cổ phần Bảo hiểm Quân đội,Bảo hiểm Quân đội
799,MTA,UpcomIndex,Tổng Công ty Khoáng sản và Thương mại Hà Tĩnh - Công ty Cổ phần,Khoáng sản và TM Hà Tĩnh
800,MLS,UpcomIndex,Công ty Cổ phần Chăn nuôi - Mitraco,Chăn nuôi Mitraco
801,MKP,UpcomIndex,Công ty Cổ phần Hóa - Dược phẩm Mekophar,Dược phẩm Mekophar
802,MKV,HNXIndex,Công ty Cổ phần Dược Thú Y Cai Lậy,Dược Thú Y Cai Lậy
803,MLC,UpcomIndex,Công ty Cổ phần Môi trường Đô thị Tỉnh Lào Cai,Môi trường Đô thị Tỉnh Lào Cai
804,MML,UpcomIndex,Công ty Cổ phần Masan MEATLife,Masan MEATLife
805,MPC,UpcomIndex,Công ty Cổ phần Tập đoàn Thủy sản Minh Phú,Thủy sản Minh Phú
806,MPT,UpcomIndex,Công ty Cổ phần Tập đoàn MPT,Tập đoàn MPT
807,MPY,UpcomIndex,Công ty Cổ phần Môi trường đô thị Phú Yên,Môi trường đô thị Phú Yên
808,MQB,UpcomIndex,Công ty Cổ phần Môi trường và Phát triển đô thị Quảng Bình,Môi trường và PT đô thị Quảng Bình
809,MSB,VNINDEX,Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam,MSB Bank
810,MCH,UpcomIndex,Công ty Cổ phần Hàng Tiêu Dùng MaSan,Hàng Tiêu Dùng MaSan
811,MSN,VNINDEX,Công ty Cổ phần Tập đoàn Masan,Tập đoàn Masan
812,MSR,UpcomIndex,Công ty Cổ phần Masan High-Tech Materials,Masan High-Tech Materials
813,MST,HNXIndex,Công ty Cổ phần Đầu tư MST,Đầu tư MST
814,MTC,UpcomIndex,Công ty Cổ phần Dịch vụ Du lịch Mỹ Trà,Dịch Vụ Du Lịch Mỹ Trà
815,MTG,UpcomIndex,Công ty Cổ phần MT Gas,MTGAS
816,MTH,UpcomIndex,Công ty Cổ phần Môi trường Đô thị Hà Đông,Môi trường Đô thị Hà Đông
817,MTL,UpcomIndex,Công ty Cổ phần Dịch vụ Môi trường Đô thị Từ Liêm,Môi trường Đô thị Từ Liêm
818,NAU,UpcomIndex,Công ty Cổ phần Môi trường và Công trình Đô thị Nghệ An,Công trình Đô thị Nghệ An
819,MTP,UpcomIndex,Công ty Cổ phần Dược Medipharco,Dược Medipharco
820,MWG,VNINDEX,Công ty Cổ phần Đầu tư Thế Giới Di Động,Thế giới di động
821,NAB,UpcomIndex,Ngân hàng Thương mại Cổ phần Nam Á,Ngân hàng Nam Á
822,NDP,UpcomIndex,Công ty Cổ phần Dược phẩm 2/9,Dược phẩm 2/9
823,NAF,VNINDEX,Công ty Cổ phần Nafoods Group,Nafoods Group
824,NAG,HNXIndex,Công ty Cổ phần Tập đoàn Nagakawa,Tập đoàn Nagakawa
825,NJC,UpcomIndex,Công ty Cổ phần May Nam Định,May Nam Định
826,NAC,UpcomIndex,Công ty Cổ phần Tư vấn Xây dựng Tổng hợp,Tư vấn xây dựng Tổng hợp
827,FHN,UpcomIndex,Công ty Cổ phần Xuất nhập khẩu Lương thực - Thực phẩm Hà Nội,XNK lương thực Hà Nội
828,NAP,HNXIndex,Công ty Cổ phần Cảng Nghệ Tĩnh,Cảng Nghệ Tĩnh
829,NTF,UpcomIndex,Công ty Cổ phần Dược - Vật tư y tế Nghệ An,Dược Nghệ An
830,BAB,HNXIndex,Ngân hàng Thương mại Cổ phần Bắc Á,Ngân hàng Bắc Á
831,NAS,UpcomIndex,Công ty Cổ phần Dịch vụ Hàng không Sân bay Nội Bài,DV Hàng không SB Nội Bài
832,NAV,VNINDEX,Công ty Cổ phần Nam Việt,Tấm lợp và gỗ Nam Việt
833,VET,UpcomIndex,Công ty Cổ phần Thuốc Thú y Trung ương NAVETCO,Thuốc thú y trung ương Navetco
834,NAW,UpcomIndex,Công ty Cổ phần Cấp nước Nghệ An,Cấp nước Nghệ An
835,NBB,VNINDEX,Công ty Cổ phần Đầu tư Năm Bảy Bảy,577 CORP
836,NBC,HNXIndex,Công ty Cổ phần Than Núi Béo - Vinacomin,Than Núi Béo
837,NBE,UpcomIndex,Công ty Cổ phần Sách và Thiết bị Giáo dục Miền Bắc,Sách và Thiết bị GD Miền Bắc
838,NBP,HNXIndex,Công ty Cổ phần Nhiệt Điện Ninh Bình,Nhiệt điện Ninh Bình
839,NBW,HNXIndex,Công ty Cổ phần Cấp nước Nhà Bè,Cấp nước Nhà Bè
840,NCS,UpcomIndex,Công ty Cổ phần Suất ăn Hàng không Nội Bài,Suất ăn Hàng không Nội Bài
841,NCT,VNINDEX,Công ty Cổ phần Dịch vụ Hàng hóa Nội Bài,DV Hàng hóa Nội Bài
842,ND2,UpcomIndex,Công ty Cổ phần Đầu tư và Phát triển điện Miền Bắc 2,Đầu tư và PT điện Miền Bắc 2
843,NDC,UpcomIndex,Công ty Cổ phần Nam Dược,Dược phẩm Nam Dược
844,MND,UpcomIndex,Công ty Cổ phần Môi trường Nam Định,Môi trường Nam Định
845,NDF,UpcomIndex,Công ty Cổ phần Chế biến thực phẩm nông sản xuất khẩu Nam Định,Nông sản XK Nam Định
846,HND,UpcomIndex,Công ty Cổ phần Nhiệt điện Hải Phòng,Nhiệt điện Hải Phòng
847,NDN,HNXIndex,Công ty Cổ phần Đầu tư Phát triển Nhà Đà Nẵng,PT Nhà Đà Nẵng
848,NDW,UpcomIndex,Công ty Cổ phần Cấp nước Nam Định,Cấp nước Nam Định
849,NDX,HNXIndex,Công ty Cổ phần Xây lắp Phát triển Nhà Đà Nẵng,Phát triển Nhà Đà Nẵng
850,NED,UpcomIndex,Công ty Cổ phần Đầu tư và Phát triển Điện Tây Bắc,Phát triển Điện Tây Bắc
851,NET,HNXIndex,Công ty Cổ phần Bột giặt Net,Bột giặt Net
852,NRC,HNXIndex,Công ty Cổ phần Tập đoàn Danh Khôi,Tập đoàn Danh Khôi
853,NFC,HNXIndex,Công ty Cổ phần Phân lân Ninh Bình,Phân lân Ninh Bình
854,NGC,UpcomIndex,Công ty Cổ phần Chế biến Thủy sản Xuất khẩu Ngô Quyền,Thủy sản Ngô Quyền
855,NHA,VNINDEX,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,PT Nhà và Đô thị Nam HN
856,MNB,UpcomIndex,Tổng Công ty May Nhà Bè - Công ty Cổ phần,May Nhà Bè
857,VCE,UpcomIndex,Công ty Cổ phần Xây lắp Môi trường,Xây lắp Môi trường
858,NHC,HNXIndex,Công ty Cổ phần Gạch ngói Nhị Hiệp,Gạch ngói Nhị Hiệp
859,NHH,VNINDEX,Công ty Cổ phần Nhựa Hà Nội,Nhựa Hà Nội
860,VHM,VNINDEX,Công ty Cổ phần Vinhomes,Vinhomes
861,NHP,UpcomIndex,Công ty Cổ phần Sản xuất Xuất nhập khẩu NHP,Sản xuất XNK NHP
862,NHT,VNINDEX,Công ty Cổ phần Sản xuất và Thương mại Nam Hoa,Sản xuất và Thương mại Nam Hoa
863,NHV,UpcomIndex,Công ty Cổ phần Sức khỏe Hồi sinh Việt Nam,Đầu tư NHV
864,NKG,VNINDEX,Công ty Cổ phần Thép Nam Kim,Thép Nam Kim
865,NLG,VNINDEX,Công ty Cổ phần Đầu tư Nam Long,BĐS Nam Long
866,NLS,UpcomIndex,Công ty Cổ phần Cấp thoát nước Lạng Sơn,Cấp thoát nước Lạng Sơn
867,NNC,VNINDEX,Công ty Cổ phần Đá Núi Nhỏ,Đá Núi Nhỏ
868,NNG,UpcomIndex,Công ty Cổ phần Công nghiệp - Dịch vụ - Thương mại Ngọc Nghĩa,CN - DV - TM Ngọc Nghĩa
869,NNT,UpcomIndex,Công ty Cổ phần Cấp nước Ninh Thuận,Cấp nước Ninh Thuận
870,NOS,UpcomIndex,Công ty Cổ phần Vận tải Biển và Thương mại Phương Đông,Vận tải Biển và Thương mại Phương Đông
871,NVL,VNINDEX,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,Đầu tư Địa ốc No Va (Novaland)
872,PMB,HNXIndex,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc,Phân bón và Hóa chất Dầu khí Miền Bắc
873,NQB,UpcomIndex,Công ty Cổ phần Cấp nước Quảng Bình,Cấp nước Quảng Bình
874,NQT,UpcomIndex,Công ty Cổ phần Nước sạch Quảng Trị,Nước sạch Quảng Trị
875,NS2,UpcomIndex,Công ty Cổ phần Nước sạch số 2 Hà Nội,Nước sạch số 2 Hà Nội
876,NSC,VNINDEX,Công ty Cổ phần Tập đoàn Giống cây trồng Việt Nam,Tập đoàn Giống cây trồng Việt Nam
877,PSH,VNINDEX,Công ty Cổ phần Thương mại Đầu tư Dầu khí Nam Sông Hậu,TMại ĐT Dầu khí Nam Sông Hậu
878,NST,HNXIndex,Công ty Cổ phần Ngân Sơn,Thuốc lá Ngân Sơn
879,NT2,VNINDEX,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,Điện lực Nhơn Trạch 2
880,NTB,UpcomIndex,Công ty Cổ phần Đầu tư Xây dựng và Khai thác Công trình giao thông 584,Công trình giao thông 584
881,NTC,UpcomIndex,Công ty Cổ phần Khu Công nghiệp Nam Tân Uyên,KCN Nam Tân Uyên
882,NTT,UpcomIndex,Công ty Cổ phần Dệt - May Nha Trang,Dệt - May Nha Trang
883,NTL,VNINDEX,Công ty Cổ phần Phát triển Đô thị Từ Liêm,Đô thị Từ Liêm
884,NTP,HNXIndex,Công ty Cổ phần Nhựa Thiếu niên Tiền Phong,Nhựa Tiền Phong
885,NUE,UpcomIndex,Công ty Cổ phần Môi trường Đô thị Nha Trang,Môi trường Đô thị Nha Trang
886,NTW,UpcomIndex,Công ty Cổ phần Cấp nước Nhơn Trạch,Cấp nước Nhơn Trạch
887,NVB,HNXIndex,Ngân hàng Thương mại Cổ phần Quốc Dân,Ngân hàng Quốc Dân
888,NVT,VNINDEX,Công ty Cổ phần Bất động sản Du lịch Ninh Vân Bay,Ninh Vân Bay
889,NWT,UpcomIndex,Công ty Cổ phần Vận tải Newway,Vận tải Newway
890,NXT,UpcomIndex,Công ty Cổ phần Sản xuất và Cung ứng vật liệu xây dựng Kon Tum,SX và Cung ứng VLXD Kon Tum
891,OCB,VNINDEX,Ngân hàng Thương mại Cổ phần Phương Đông,Ngân hàng Phương Đông
892,OCH,HNXIndex,Công ty Cổ phần One Capital Hospitality,Khách sạn và Dịch vụ OCH
893,EVS,HNXIndex,Công ty Cổ phần Chứng khoán Everest,Chứng khoán Everest
894,OGC,VNINDEX,Công ty Cổ phần Tập đoàn Đại Dương,Tập đoàn Đại Dương
895,TOW,UpcomIndex,Công ty Cổ phần Cấp nước Trà Nóc - Ô Môn,Cấp nước Trà Nóc - Ô Môn
896,ONE,HNXIndex,Công ty Cổ phần Truyền thông số 1,Truyền thông Số 1
897,ONW,UpcomIndex,Công ty Cổ phần Dịch vụ Một Thế giới,Dịch vụ Một Thế giới
898,OPC,VNINDEX,Công ty Cổ phần Dược Phẩm OPC,Dược phẩm OPC
899,ORS,VNINDEX,Công ty Cổ phần Chứng khoán Tiên Phong,Chứng khoán Tiên Phong
900,PAC,VNINDEX,Công ty Cổ phần Pin Ắc quy Miền Nam,Pin Ắc quy Miền Nam
901,PAI,UpcomIndex,"Công ty Cổ phần Công nghê thông tin, Viễn thông và Tự động hóa Dầu khí","CNTT, VT và Tự động hóa Dầu khí - PAIC"
902,PAN,VNINDEX,Công ty Cổ phần Tập đoàn PAN,Tập đoàn PAN
903,PAP,UpcomIndex,Công ty Cổ phần Dầu khí đầu tư khai thác Cảng Phước An,Cảng Phước An
904,PAS,UpcomIndex,Công ty Cổ phần Quốc tế Phương Anh,Quốc tế Phương Anh
905,PBP,HNXIndex,Công ty Cổ phần Bao bì Dầu khí Việt Nam,Bao bì Dầu khí VN
906,PC1,VNINDEX,Công ty Cổ phần Tập đoàn PC1,Tập đoàn PC1
907,PCC,UpcomIndex,Công ty Cổ phần Tập đoàn Xây lắp 1 - Petrolimex,Xây lắp 1- Petrolimex
908,PCG,HNXIndex,Công ty Cổ phần Đầu tư Phát triển Gas Đô thị,Đầu tư PT Gas Đô thị
909,PCM,UpcomIndex,Công ty Cổ phần Vật liệu Xây dựng Bưu điện,VLXD Bưu điện
910,CSI,UpcomIndex,Công ty Cổ phần Chứng khoán Kiến thiết Việt Nam,Chứng khoán Kiến thiết VN
911,PCT,HNXIndex,Công ty Cổ phần Vận tải Khí và Hóa chất Việt Nam,Vận tải Khí và Hóa chất Việt Nam
912,PDB,HNXIndex,Công ty Cổ phần Tập đoàn Đầu tư DIN Capital,DIN Capital
913,PDC,UpcomIndex,Công ty Cổ phần Du lịch Dầu khí Phương Đông,Dầu khí Phương Đông
914,PDN,VNINDEX,Công ty Cổ phần Cảng Đồng Nai,Cảng Đồng Nai
915,PDR,VNINDEX,Công ty Cổ phần Phát triển Bất động sản Phát Đạt,BĐS Phát Đạt
916,PDV,UpcomIndex,Công ty Cổ phần Vận tải và Tiếp vận Phương Đông Việt,Vận tải Phương Đông Việt
917,PEC,UpcomIndex,Công ty Cổ phần Cơ khí Điện lực,Cơ khí Điện lực
918,PEQ,UpcomIndex,Công ty Cổ phần Thiết bị xăng dầu Petrolimex,Thiết bị xăng dầu Petrolimex
919,PEN,HNXIndex,Công ty Cổ phần Xây lắp III Petrolimex,Xây lắp III Petrolimex
920,PET,VNINDEX,Tổng Công ty Cổ phần Dịch vụ Tổng hợp Dầu khí,PETROSETCO
921,PCF,UpcomIndex,Công ty Cổ phần Cà phê PETEC,Cà phê PETEC
922,PEG,UpcomIndex,Tổng Công ty Thương mại Kỹ thuật và Đầu tư - Công ty Cổ phần,TM Kỹ thuật và Đầu tư (PETEC)
923,PTV,UpcomIndex,Công ty Cổ phần Thương mại Dầu khí,Thương mại dầu khí
924,PLX,VNINDEX,Tập đoàn Xăng dầu Việt Nam,Petrolimex
925,PFL,UpcomIndex,Công ty Cổ phần Dầu khí Đông Đô,Dầu khí Đông Đô
926,PGB,UpcomIndex,Ngân hàng Thương mại Cổ phần Xăng dầu Petrolimex,PG Bank
927,PGC,VNINDEX,Tổng Công ty Gas Petrolimex - Công ty Cổ phần,Gas Petrolimex
928,PGD,VNINDEX,Công ty Cổ phần Phân phối khí thấp áp dầu khí Việt Nam,PV GAS D
929,PGI,VNINDEX,Tổng Công ty Cổ phần Bảo hiểm Petrolimex,Bảo hiểm PJICO
930,PGN,HNXIndex,Công ty Cổ phần Phụ Gia Nhựa,Phụ Gia Nhựa
931,PGS,HNXIndex,Công ty Cổ phần Kinh doanh Khí Miền Nam,Khí Miền Nam
932,PGT,HNXIndex,Công ty Cổ phần PGT Holdings,PGT Holdings
933,PLP,VNINDEX,Công ty Cổ phần Sản xuất và Công nghệ Nhựa Pha Lê,SX và CN Nhựa Pha Lê
934,PBC,UpcomIndex,Công ty Cổ phần Dược Phẩm Trung ương 1 - Pharbaco,Dược Phẩm TW 1- Pharbaco
935,PHC,VNINDEX,Công ty Cổ phần Xây dựng Phục Hưng Holdings,Phuc Hung Holdings
936,PHH,UpcomIndex,Công ty Cổ phần Hồng Hà Việt Nam,Hồng Hà Việt Nam
937,PHP,UpcomIndex,Công ty Cổ phần Cảng Hải Phòng,Cảng Hải Phòng
938,PHR,VNINDEX,Công ty Cổ phần Cao su Phước Hòa,Cao su Phước Hòa
939,PHS,UpcomIndex,Công ty Cổ phần Chứng khoán Phú Hưng,Chứng khoán Phú Hưng
940,PIA,HNXIndex,Công ty Cổ phần Tin học Viễn thông Petrolimex,Tin học Viễn thông Petrolimex
941,PIC,HNXIndex,Công ty Cổ phần Đầu tư Điện lực 3,Đầu tư Điện lực 3
942,PID,UpcomIndex,Công ty Cổ phần Trang trí nội thất Dầu khí,Trang trí nội thất Dầu khí
943,PIS,UpcomIndex,Tổng Công ty Pisico Bình Định - Công ty Cổ phần,Pisico Bình Định
944,EIN,UpcomIndex,Công ty Cổ phần Đầu tư - Thương Mại - Dịch vụ Điện lực,Đầu tư - TM - DV Điện lực
945,PIT,VNINDEX,Công ty Cổ phần Xuất nhập khẩu Petrolimex,XNK PETROLIMEX
946,PIV,UpcomIndex,Công ty Cổ phần PIV,PIV JSC
947,PJC,HNXIndex,Công ty Cổ phần Thương mại và Vận tải Petrolimex Hà Nội,TM và Vận tải Petrolimex HN
948,PJS,UpcomIndex,Công ty Cổ phần Cấp nước Phú Hòa Tân,Cấp nước Phú Hòa Tân
949,PJT,VNINDEX,Công ty Cổ phần Vận tải Xăng dầu đường thủy Petrolimex,Vận tải thủy PETROLIMEX
950,PLA,UpcomIndex,Công ty Cổ phần Đầu tư và Dịch vụ hạ tầng Xăng dầu,Đầu tư và Dịch vụ hạ tầng Xăng dầu (PLAND)
951,PLC,HNXIndex,Tổng Công ty Hóa dầu Petrolimex - Công ty Cổ phần,Hóa dầu Petrolimex
952,PLO,UpcomIndex,Công ty Cổ phần Kho vận Petec,Kho vận Petec
953,PLE,UpcomIndex,Công ty Cổ phần Tư vấn Xây dựng Petrolimex,Tư vấn Xây dựng Petrolimex
954,PMC,HNXIndex,Công ty Cổ phần Dược phẩm Dược liệu Pharmedic,Pharmedic
955,PMG,VNINDEX,Công ty Cổ phần Đầu tư và Sản xuất Petro Miền Trung,ĐT và SX Petro Miền Trung
956,PMJ,UpcomIndex,Công ty cổ phần Vật tư Bưu điện,Vật tư Bưu điện
957,PMP,HNXIndex,Công ty Cổ phần Bao bì Đạm Phú Mỹ,Bao bì Đạm Phú Mỹ
958,PMS,HNXIndex,Công ty Cổ phần Cơ khí Xăng dầu,Cơ khí xăng dầu
959,PMT,UpcomIndex,Công ty Cổ phần Viễn thông Telvina Việt Nam,Telvina Việt Nam
960,PMW,UpcomIndex,Công ty Cổ phần Cấp Nước Phú Mỹ,Cấp Nước Phú Mỹ
961,PNC,VNINDEX,Công ty Cổ phần Văn hóa Phương Nam,Văn hóa Phương Nam
962,PNG,UpcomIndex,Công ty Cổ phần Thương Mại Phú Nhuận,Thương Mại Phú Nhuận
963,PND,UpcomIndex,Công ty Cổ phần Xăng dầu Dầu khí Nam Định,Xăng dầu Dầu khí Nam Định
964,PNJ,VNINDEX,Công ty Cổ phần Vàng bạc Đá quý Phú Nhuận,Vàng Phú Nhuận
965,PNP,UpcomIndex,Công ty Cổ phần Tân Cảng – Phú Hữu,Tân Cảng - Phú Hữu
966,PNT,UpcomIndex,Công ty Cổ phần Kỹ thuật Xây dựng Phú Nhuận,Kỹ thuật XD Phú Nhuận
967,POB,UpcomIndex,Công ty Cổ phần Xăng dầu Dầu khí Thái Bình,PVOIL Thái Bình
968,POM,VNINDEX,Công ty Cổ phần Thép Pomina,Thép Pomina
969,POT,HNXIndex,Công ty Cổ phần Thiết bị Bưu điện,Thiết bị Bưu điện Postef
970,POV,UpcomIndex,Công ty Cổ phần Xăng dầu Dầu khí Vũng Áng,PV Oil Vũng Áng
971,DNA,UpcomIndex,Công ty Cổ phần Điện nước An Giang,Điện nước An Giang
